,image-name,label,label-name,image-array
150,151.jpg,38,bonus-plum,"[[[0.8627451  0.7921569  0.6117647 ]
  [0.8627451  0.7921569  0.6117647 ]
  [0.8666667  0.7921569  0.62352943]
  ...
  [0.9490196  0.8235294  0.49019608]
  [0.92156863 0.8117647  0.4862745 ]
  [0.92156863 0.8156863  0.49803922]]

 [[0.8627451  0.7921569  0.6117647 ]
  [0.8627451  0.7921569  0.6117647 ]
  [0.8666667  0.7921569  0.62352943]
  ...
  [0.9490196  0.8235294  0.49019608]
  [0.92156863 0.8117647  0.4862745 ]
  [0.91764706 0.8117647  0.49411765]]

 [[0.8666667  0.79607844 0.6156863 ]
  [0.8666667  0.79607844 0.6156863 ]
  [0.87058824 0.79607844 0.627451  ]
  ...
  [0.94509804 0.81960785 0.4862745 ]
  [0.91764706 0.80784315 0.48235294]
  [0.9137255  0.80784315 0.49019608]]

 ...

 [[0.83137256 0.78431374 0.627451  ]
  [0.8352941  0.7882353  0.6313726 ]
  [0.84705883 0.7921569  0.6392157 ]
  ...
  [0.8627451  0.85490197 0.77254903]
  [0.79607844 0.7764706  0.6901961 ]
  [0.76862746 0.7490196  0.6627451 ]]

 [[0.84313726 0.79607844 0.6392157 ]
  [0.84313726 0.79607844 0.6392157 ]
  [0.85490197 0.8        0.64705884]
  ...
  [0.87058824 0.85882354 0.78431374]
  [0.8117647  0.8039216  0.72156864]
  [0.80784315 0.7882353  0.7019608 ]]

 [[0.84705883 0.8        0.6431373 ]
  [0.84705883 0.8        0.6431373 ]
  [0.85490197 0.8        0.64705884]
  ...
  [0.87058824 0.85882354 0.78431374]
  [0.81960785 0.8117647  0.7294118 ]
  [0.8235294  0.8156863  0.7254902 ]]]"
151,152.jpg,37,bonus-winter,"[[[0.81960785 0.7607843  0.6392157 ]
  [0.8352941  0.7764706  0.654902  ]
  [0.85882354 0.8        0.67058825]
  ...
  [0.93333334 0.8156863  0.5647059 ]
  [0.9098039  0.8        0.5529412 ]
  [0.9019608  0.7882353  0.5529412 ]]

 [[0.8235294  0.7647059  0.6431373 ]
  [0.8392157  0.78039217 0.65882355]
  [0.8627451  0.8039216  0.6745098 ]
  ...
  [0.93333334 0.8156863  0.5647059 ]
  [0.9098039  0.8        0.5529412 ]
  [0.8980392  0.78431374 0.54901963]]

 [[0.8352941  0.7764706  0.654902  ]
  [0.84705883 0.7882353  0.6666667 ]
  [0.8666667  0.80784315 0.6784314 ]
  ...
  [0.93333334 0.8156863  0.5647059 ]
  [0.90588236 0.79607844 0.54901963]
  [0.8980392  0.78431374 0.54901963]]

 ...

 [[0.9529412  0.8980392  0.7607843 ]
  [0.92156863 0.8666667  0.7294118 ]
  [0.8627451  0.80784315 0.67058825]
  ...
  [0.9843137  0.9764706  0.9254902 ]
  [0.9490196  0.9529412  0.8980392 ]
  [0.95686275 0.9607843  0.90588236]]

 [[1.         0.94509804 0.8156863 ]
  [0.9607843  0.90588236 0.76862746]
  [0.87058824 0.8156863  0.6784314 ]
  ...
  [0.99607843 1.         0.94509804]
  [0.9764706  0.98039216 0.9254902 ]
  [0.9882353  0.99215686 0.9372549 ]]

 [[1.         0.9647059  0.8352941 ]
  [0.972549   0.9137255  0.78431374]
  [0.87058824 0.8156863  0.6784314 ]
  ...
  [1.         1.         0.95686275]
  [0.9882353  0.9882353  0.9411765 ]
  [1.         1.         0.9490196 ]]]"
152,153.jpg,36,bonus-autumn,"[[[0.84313726 0.7647059  0.627451  ]
  [0.85882354 0.78039217 0.6431373 ]
  [0.8784314  0.8        0.6627451 ]
  ...
  [0.87058824 0.77254903 0.6117647 ]
  [0.85490197 0.7607843  0.61960787]
  [0.8392157  0.7490196  0.62352943]]

 [[0.84313726 0.7647059  0.627451  ]
  [0.85490197 0.7764706  0.6392157 ]
  [0.8745098  0.79607844 0.65882355]
  ...
  [0.87058824 0.77254903 0.6117647 ]
  [0.85490197 0.7607843  0.61960787]
  [0.8392157  0.7490196  0.62352943]]

 [[0.84313726 0.7647059  0.61960787]
  [0.85490197 0.7764706  0.6392157 ]
  [0.8745098  0.79607844 0.65882355]
  ...
  [0.87058824 0.77254903 0.6117647 ]
  [0.85882354 0.7647059  0.62352943]
  [0.84313726 0.7529412  0.61960787]]

 ...

 [[0.91764706 0.8980392  0.8235294 ]
  [0.94509804 0.91764706 0.84313726]
  [0.96862745 0.9411765  0.8666667 ]
  ...
  [1.         0.9843137  0.8666667 ]
  [1.         0.99215686 0.8784314 ]
  [1.         0.99607843 0.88235295]]

 [[0.96862745 0.9490196  0.8745098 ]
  [0.98039216 0.9607843  0.8862745 ]
  [0.9882353  0.96862745 0.89411765]
  ...
  [1.         0.98039216 0.8666667 ]
  [1.         0.99215686 0.8784314 ]
  [1.         1.         0.8980392 ]]

 [[0.9882353  0.9647059  0.9019608 ]
  [0.99607843 0.972549   0.9098039 ]
  [1.         0.98039216 0.90588236]
  ...
  [0.99607843 0.9764706  0.8627451 ]
  [1.         0.99215686 0.8862745 ]
  [1.         1.         0.9019608 ]]]"
153,154.jpg,35,bonus-summer,"[[[0.8509804  0.7764706  0.60784316]
  [0.8352941  0.7607843  0.5921569 ]
  [0.81960785 0.74509805 0.5764706 ]
  ...
  [0.87058824 0.78431374 0.5921569 ]
  [0.85882354 0.78039217 0.58431375]
  [0.85490197 0.77254903 0.5882353 ]]

 [[0.8509804  0.76862746 0.6       ]
  [0.8352941  0.7607843  0.5921569 ]
  [0.81960785 0.74509805 0.5764706 ]
  ...
  [0.87058824 0.78431374 0.5921569 ]
  [0.85882354 0.78039217 0.58431375]
  [0.8509804  0.76862746 0.58431375]]

 [[0.84313726 0.7607843  0.5921569 ]
  [0.8352941  0.7529412  0.58431375]
  [0.81960785 0.74509805 0.5764706 ]
  ...
  [0.87058824 0.78431374 0.5882353 ]
  [0.85882354 0.78039217 0.58431375]
  [0.8509804  0.76862746 0.58431375]]

 ...

 [[0.8901961  0.81960785 0.67058825]
  [0.85490197 0.78431374 0.627451  ]
  [0.80784315 0.7372549  0.5803922 ]
  ...
  [0.79607844 0.7372549  0.58431375]
  [0.7607843  0.7058824  0.5529412 ]
  [0.74509805 0.6901961  0.5372549 ]]

 [[0.87058824 0.8        0.6509804 ]
  [0.84705883 0.7764706  0.627451  ]
  [0.8039216  0.73333335 0.5764706 ]
  ...
  [0.7921569  0.7372549  0.58431375]
  [0.7647059  0.70980394 0.5647059 ]
  [0.7529412  0.69803923 0.5529412 ]]

 [[0.85882354 0.7882353  0.6392157 ]
  [0.84313726 0.77254903 0.62352943]
  [0.8        0.7294118  0.57254905]
  ...
  [0.7882353  0.73333335 0.5882353 ]
  [0.7647059  0.70980394 0.5647059 ]
  [0.7529412  0.69803923 0.5529412 ]]]"
154,155.jpg,34,bonus-spring,"[[[1.         0.972549   0.8627451 ]
  [1.         0.9882353  0.8784314 ]
  [1.         0.99607843 0.8862745 ]
  ...
  [0.93333334 0.85490197 0.64705884]
  [0.9019608  0.8352941  0.62352943]
  [0.88235295 0.8156863  0.6039216 ]]

 [[1.         0.9764706  0.8666667 ]
  [1.         0.9882353  0.8784314 ]
  [1.         0.99215686 0.88235295]
  ...
  [0.92941177 0.8509804  0.6431373 ]
  [0.89411765 0.827451   0.6156863 ]
  [0.88235295 0.8156863  0.6039216 ]]

 [[1.         0.9843137  0.8745098 ]
  [1.         0.99215686 0.88235295]
  [1.         0.98039216 0.87058824]
  ...
  [0.91764706 0.8392157  0.6313726 ]
  [0.8901961  0.8235294  0.6117647 ]
  [0.8745098  0.80784315 0.59607846]]

 ...

 [[0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  ...
  [0.9019608  0.84313726 0.68235296]
  [0.9098039  0.8509804  0.69803923]
  [0.9098039  0.8509804  0.69803923]]

 [[0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  ...
  [0.8901961  0.83137256 0.67058825]
  [0.8980392  0.8392157  0.6784314 ]
  [0.9019608  0.84313726 0.6901961 ]]

 [[0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  [0.99607843 0.99607843 0.9882353 ]
  ...
  [0.8862745  0.827451   0.6666667 ]
  [0.8901961  0.83137256 0.67058825]
  [0.89411765 0.8352941  0.6745098 ]]]"
155,156.jpg,17,bamboo-9,"[[[0.9372549  0.87058824 0.6509804 ]
  [0.9372549  0.87058824 0.6509804 ]
  [0.9372549  0.87058824 0.65882355]
  ...
  [1.         0.9647059  0.8980392 ]
  [1.         0.972549   0.90588236]
  [1.         0.9764706  0.9098039 ]]

 [[0.9372549  0.87058824 0.6509804 ]
  [0.9372549  0.87058824 0.6509804 ]
  [0.9372549  0.87058824 0.65882355]
  ...
  [0.99607843 0.9607843  0.89411765]
  [1.         0.96862745 0.9019608 ]
  [1.         0.972549   0.90588236]]

 [[0.9372549  0.87058824 0.6509804 ]
  [0.9372549  0.87058824 0.6509804 ]
  [0.93333334 0.8666667  0.654902  ]
  ...
  [0.9882353  0.9529412  0.8862745 ]
  [0.99607843 0.9607843  0.89411765]
  [1.         0.9647059  0.8980392 ]]

 ...

 [[0.88235295 0.8352941  0.67058825]
  [0.8862745  0.8392157  0.6745098 ]
  [0.89411765 0.84705883 0.68235296]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.8862745  0.8392157  0.6745098 ]
  [0.89411765 0.84705883 0.68235296]
  [0.9019608  0.85490197 0.6901961 ]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[0.8901961  0.84313726 0.6784314 ]
  [0.8980392  0.8509804  0.6862745 ]
  [0.90588236 0.85882354 0.69411767]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]]"
156,157.jpg,16,bamboo-8,"[[[0.9372549  0.85490197 0.64705884]
  [0.94509804 0.85882354 0.6627451 ]
  [0.9490196  0.87058824 0.6745098 ]
  ...
  [0.9137255  0.87058824 0.65882355]
  [0.93333334 0.8862745  0.65882355]
  [0.9490196  0.9019608  0.6666667 ]]

 [[0.9372549  0.85490197 0.64705884]
  [0.94509804 0.85882354 0.6627451 ]
  [0.9490196  0.87058824 0.6745098 ]
  ...
  [0.9098039  0.8666667  0.654902  ]
  [0.93333334 0.8862745  0.65882355]
  [0.94509804 0.8980392  0.6627451 ]]

 [[0.9411765  0.8509804  0.64705884]
  [0.9411765  0.85490197 0.65882355]
  [0.94509804 0.8666667  0.67058825]
  ...
  [0.9098039  0.8666667  0.654902  ]
  [0.92941177 0.88235295 0.654902  ]
  [0.9372549  0.8901961  0.654902  ]]

 ...

 [[0.8784314  0.80784315 0.65882355]
  [0.88235295 0.8117647  0.6627451 ]
  [0.88235295 0.8117647  0.6627451 ]
  ...
  [0.85490197 0.81960785 0.65882355]
  [0.85490197 0.827451   0.654902  ]
  [0.85882354 0.83137256 0.65882355]]

 [[0.8862745  0.8156863  0.6666667 ]
  [0.8862745  0.8156863  0.6666667 ]
  [0.8901961  0.81960785 0.67058825]
  ...
  [0.87058824 0.8352941  0.6745098 ]
  [0.88235295 0.85490197 0.6901961 ]
  [0.8862745  0.85882354 0.6862745 ]]

 [[0.8901961  0.81960785 0.67058825]
  [0.8901961  0.81960785 0.67058825]
  [0.89411765 0.8235294  0.6745098 ]
  ...
  [0.8745098  0.84705883 0.68235296]
  [0.8901961  0.8627451  0.69803923]
  [0.8980392  0.87058824 0.69803923]]]"
157,158.jpg,15,bamboo-7,"[[[0.9137255  0.8666667  0.70980394]
  [0.91764706 0.87058824 0.72156864]
  [0.9254902  0.8745098  0.7372549 ]
  ...
  [0.95686275 0.87058824 0.6745098 ]
  [0.9607843  0.87058824 0.6745098 ]
  [0.9647059  0.8745098  0.6784314 ]]

 [[0.9137255  0.8666667  0.70980394]
  [0.91764706 0.87058824 0.72156864]
  [0.9254902  0.8745098  0.7372549 ]
  ...
  [0.95686275 0.87058824 0.6745098 ]
  [0.9607843  0.87058824 0.6745098 ]
  [0.972549   0.87058824 0.67058825]]

 [[0.9137255  0.8666667  0.70980394]
  [0.91764706 0.87058824 0.72156864]
  [0.9254902  0.8784314  0.7294118 ]
  ...
  [0.9529412  0.8666667  0.67058825]
  [0.95686275 0.8666667  0.6627451 ]
  [0.972549   0.87058824 0.67058825]]

 ...

 [[0.8666667  0.8117647  0.6666667 ]
  [0.8745098  0.81960785 0.6745098 ]
  [0.88235295 0.827451   0.68235296]
  ...
  [0.85490197 0.79607844 0.627451  ]
  [0.88235295 0.8156863  0.64705884]
  [0.8901961  0.8235294  0.6509804 ]]

 [[0.87058824 0.8156863  0.67058825]
  [0.8745098  0.81960785 0.6745098 ]
  [0.8784314  0.8235294  0.6784314 ]
  ...
  [0.85882354 0.8        0.6392157 ]
  [0.8862745  0.81960785 0.6509804 ]
  [0.8901961  0.8235294  0.654902  ]]

 [[0.87058824 0.8156863  0.67058825]
  [0.8745098  0.81960785 0.6745098 ]
  [0.8745098  0.81960785 0.6745098 ]
  ...
  [0.87058824 0.8        0.6431373 ]
  [0.88235295 0.8156863  0.64705884]
  [0.8901961  0.8235294  0.654902  ]]]"
158,159.jpg,14,bamboo-6,"[[[0.91764706 0.8627451  0.7490196 ]
  [0.9254902  0.87058824 0.75686276]
  [0.9411765  0.8862745  0.77254903]
  ...
  [0.94509804 0.8627451  0.6784314 ]
  [0.9411765  0.85882354 0.68235296]
  [0.92941177 0.84705883 0.67058825]]

 [[0.91764706 0.8627451  0.7490196 ]
  [0.9254902  0.87058824 0.75686276]
  [0.9372549  0.88235295 0.76862746]
  ...
  [0.94509804 0.8627451  0.6784314 ]
  [0.9411765  0.85882354 0.6745098 ]
  [0.92941177 0.84705883 0.67058825]]

 [[0.92156863 0.8666667  0.7529412 ]
  [0.9254902  0.87058824 0.75686276]
  [0.93333334 0.8784314  0.7647059 ]
  ...
  [0.94509804 0.8627451  0.6784314 ]
  [0.9411765  0.85882354 0.6745098 ]
  [0.92941177 0.84705883 0.67058825]]

 ...

 [[0.8745098  0.8156863  0.6627451 ]
  [0.87058824 0.8117647  0.65882355]
  [0.87058824 0.8117647  0.65882355]
  ...
  [0.84705883 0.80784315 0.67058825]
  [0.84313726 0.8039216  0.6666667 ]
  [0.85882354 0.81960785 0.6784314 ]]

 [[0.8901961  0.827451   0.6862745 ]
  [0.8862745  0.8235294  0.68235296]
  [0.8784314  0.81960785 0.6666667 ]
  ...
  [0.84705883 0.8039216  0.6784314 ]
  [0.84313726 0.8039216  0.6666667 ]
  [0.85490197 0.8156863  0.6745098 ]]

 [[0.8980392  0.8352941  0.69411767]
  [0.89411765 0.83137256 0.6901961 ]
  [0.8862745  0.8235294  0.68235296]
  ...
  [0.84705883 0.8039216  0.6784314 ]
  [0.8352941  0.79607844 0.65882355]
  [0.84705883 0.80784315 0.6666667 ]]]"
159,160.jpg,13,bamboo-5,"[[[0.91764706 0.87058824 0.72156864]
  [0.91764706 0.8666667  0.7294118 ]
  [0.92156863 0.87058824 0.7372549 ]
  ...
  [0.90588236 0.84705883 0.69411767]
  [0.9019608  0.8392157  0.69803923]
  [0.9019608  0.8392157  0.7058824 ]]

 [[0.91764706 0.87058824 0.72156864]
  [0.92156863 0.87058824 0.73333335]
  [0.92156863 0.87058824 0.7372549 ]
  ...
  [0.90588236 0.84705883 0.69411767]
  [0.9019608  0.8392157  0.69803923]
  [0.9019608  0.8392157  0.7058824 ]]

 [[0.92156863 0.8745098  0.7254902 ]
  [0.92156863 0.87058824 0.73333335]
  [0.9254902  0.8745098  0.7411765 ]
  ...
  [0.90588236 0.84705883 0.69411767]
  [0.9019608  0.8392157  0.69803923]
  [0.9019608  0.8392157  0.7058824 ]]

 ...

 [[0.99607843 0.94509804 0.8117647 ]
  [0.9843137  0.93333334 0.8       ]
  [0.9529412  0.9019608  0.76862746]
  ...
  [0.92156863 0.8980392  0.8117647 ]
  [0.8980392  0.8666667  0.7764706 ]
  [0.88235295 0.85490197 0.7529412 ]]

 [[1.         0.9764706  0.8509804 ]
  [1.         0.9607843  0.8352941 ]
  [0.98039216 0.92941177 0.8039216 ]
  ...
  [0.9490196  0.9254902  0.8392157 ]
  [0.9254902  0.89411765 0.8039216 ]
  [0.90588236 0.8784314  0.7764706 ]]

 [[1.         0.99215686 0.8666667 ]
  [1.         0.972549   0.84705883]
  [0.9882353  0.9372549  0.8117647 ]
  ...
  [0.9647059  0.9372549  0.8627451 ]
  [0.9372549  0.90588236 0.8156863 ]
  [0.91764706 0.8862745  0.79607844]]]"
160,161.jpg,12,bamboo-4,"[[[0.8980392  0.8352941  0.7019608 ]
  [0.9019608  0.8392157  0.70980394]
  [0.90588236 0.84705883 0.7176471 ]
  ...
  [0.92941177 0.84313726 0.69803923]
  [0.92941177 0.8509804  0.72156864]
  [0.9372549  0.85490197 0.73333335]]

 [[0.9019608  0.8392157  0.7058824 ]
  [0.90588236 0.84313726 0.70980394]
  [0.9098039  0.8509804  0.72156864]
  ...
  [0.92941177 0.84313726 0.69803923]
  [0.92941177 0.8509804  0.72156864]
  [0.9372549  0.85490197 0.73333335]]

 [[0.90588236 0.84313726 0.70980394]
  [0.9098039  0.84705883 0.7137255 ]
  [0.9098039  0.8509804  0.72156864]
  ...
  [0.92941177 0.84313726 0.69803923]
  [0.92941177 0.8509804  0.72156864]
  [0.9372549  0.85490197 0.73333335]]

 ...

 [[0.99215686 0.99607843 0.93333334]
  [0.99607843 1.         0.9372549 ]
  [1.         0.99607843 0.9254902 ]
  ...
  [0.99607843 0.99215686 0.972549  ]
  [1.         0.99607843 0.9764706 ]
  [1.         1.         0.98039216]]

 [[0.99215686 0.99607843 0.9411765 ]
  [0.99607843 1.         0.94509804]
  [0.99215686 0.99607843 0.93333334]
  ...
  [1.         1.         0.9843137 ]
  [1.         0.99607843 0.98039216]
  [0.99215686 0.9882353  0.96862745]]

 [[0.99215686 1.         0.94509804]
  [0.99607843 1.         0.94509804]
  [0.99215686 0.99607843 0.93333334]
  ...
  [1.         1.         0.9843137 ]
  [0.99607843 0.99215686 0.9764706 ]
  [0.9843137  0.98039216 0.9647059 ]]]"
161,162.jpg,11,bamboo-3,"[[[0.8666667  0.8156863  0.6509804 ]
  [0.8666667  0.8117647  0.65882355]
  [0.8627451  0.80784315 0.654902  ]
  ...
  [0.8627451  0.827451   0.6666667 ]
  [0.8666667  0.83137256 0.6784314 ]
  [0.87058824 0.8352941  0.68235296]]

 [[0.87058824 0.81960785 0.654902  ]
  [0.8666667  0.8117647  0.65882355]
  [0.8666667  0.8117647  0.65882355]
  ...
  [0.8745098  0.827451   0.67058825]
  [0.87058824 0.8352941  0.68235296]
  [0.87058824 0.8352941  0.68235296]]

 [[0.87058824 0.81960785 0.654902  ]
  [0.87058824 0.81960785 0.654902  ]
  [0.87058824 0.8156863  0.6627451 ]
  ...
  [0.88235295 0.8352941  0.6784314 ]
  [0.8745098  0.8392157  0.6862745 ]
  [0.8784314  0.84313726 0.6901961 ]]

 ...

 [[0.9764706  0.9607843  0.84705883]
  [0.9764706  0.9607843  0.85490197]
  [0.9764706  0.96862745 0.87058824]
  ...
  [0.9843137  0.96862745 0.9254902 ]
  [0.99215686 0.9764706  0.9411765 ]
  [0.99215686 0.98039216 0.9529412 ]]

 [[1.         1.         0.89411765]
  [1.         1.         0.8901961 ]
  [1.         0.99215686 0.9019608 ]
  ...
  [1.         0.9843137  0.9411765 ]
  [0.9882353  0.9764706  0.9490196 ]
  [0.9843137  0.972549   0.94509804]]

 [[1.         1.         0.8980392 ]
  [1.         1.         0.9019608 ]
  [1.         0.99607843 0.90588236]
  ...
  [0.99607843 0.9843137  0.9490196 ]
  [0.9843137  0.972549   0.94509804]
  [0.9764706  0.9647059  0.94509804]]]"
162,163.jpg,10,bamboo-2,"[[[0.92941177 0.8745098  0.7372549 ]
  [0.93333334 0.8745098  0.74509805]
  [0.9372549  0.8784314  0.7490196 ]
  ...
  [0.9372549  0.87058824 0.7019608 ]
  [0.92156863 0.85490197 0.6862745 ]
  [0.9098039  0.84313726 0.6745098 ]]

 [[0.92941177 0.8745098  0.7372549 ]
  [0.92941177 0.87058824 0.7411765 ]
  [0.93333334 0.8745098  0.74509805]
  ...
  [0.9372549  0.87058824 0.7019608 ]
  [0.92156863 0.85490197 0.6862745 ]
  [0.9098039  0.84313726 0.6745098 ]]

 [[0.9254902  0.87058824 0.73333335]
  [0.9254902  0.8666667  0.7372549 ]
  [0.9254902  0.8666667  0.7372549 ]
  ...
  [0.9372549  0.8627451  0.69803923]
  [0.91764706 0.8509804  0.68235296]
  [0.9098039  0.84313726 0.6745098 ]]

 ...

 [[0.8862745  0.8352941  0.6627451 ]
  [0.8784314  0.827451   0.654902  ]
  [0.8745098  0.8235294  0.6509804 ]
  ...
  [0.8980392  0.85490197 0.7294118 ]
  [0.9098039  0.8666667  0.7411765 ]
  [0.91764706 0.8745098  0.7490196 ]]

 [[0.88235295 0.83137256 0.65882355]
  [0.87058824 0.81960785 0.64705884]
  [0.8666667  0.8156863  0.6431373 ]
  ...
  [0.9137255  0.8784314  0.7490196 ]
  [0.9372549  0.9019608  0.78039217]
  [0.94509804 0.9098039  0.7882353 ]]

 [[0.8784314  0.827451   0.654902  ]
  [0.8627451  0.8117647  0.6392157 ]
  [0.85490197 0.8039216  0.6313726 ]
  ...
  [0.92156863 0.8862745  0.7647059 ]
  [0.9490196  0.9137255  0.7921569 ]
  [0.95686275 0.92156863 0.8       ]]]"
163,164.jpg,9,bamboo-1,"[[[0.99215686 0.9843137  0.99607843]
  [0.9882353  0.98039216 0.99215686]
  [0.9843137  0.9764706  0.98039216]
  ...
  [0.95686275 0.90588236 0.73333335]
  [0.9607843  0.9098039  0.73333335]
  [0.9647059  0.9098039  0.73333335]]

 [[0.99215686 0.9843137  0.99607843]
  [0.9882353  0.98039216 0.99215686]
  [0.9882353  0.98039216 0.9843137 ]
  ...
  [0.95686275 0.90588236 0.73333335]
  [0.9607843  0.90588236 0.7294118 ]
  [0.9647059  0.9098039  0.73333335]]

 [[0.99215686 0.9843137  0.9882353 ]
  [0.9882353  0.98039216 0.9843137 ]
  [0.9882353  0.98039216 0.9843137 ]
  ...
  [0.9529412  0.9019608  0.7294118 ]
  [0.95686275 0.9019608  0.7254902 ]
  [0.9607843  0.90588236 0.7294118 ]]

 ...

 [[1.         1.         0.98039216]
  [1.         1.         0.98039216]
  [1.         1.         0.98039216]
  ...
  [0.90588236 0.84705883 0.7176471 ]
  [0.9019608  0.84705883 0.70980394]
  [0.9019608  0.84705883 0.70980394]]

 [[1.         1.         0.98039216]
  [1.         1.         0.98039216]
  [1.         1.         0.98039216]
  ...
  [0.9019608  0.84313726 0.7137255 ]
  [0.9019608  0.84313726 0.7137255 ]
  [0.8980392  0.84313726 0.7058824 ]]

 [[1.         1.         0.98039216]
  [1.         1.         0.98039216]
  [1.         1.         0.98039216]
  ...
  [0.9019608  0.84313726 0.7137255 ]
  [0.8980392  0.8392157  0.70980394]
  [0.8980392  0.84313726 0.7058824 ]]]"
164,165.jpg,8,dots-9,"[[[0.91764706 0.83137256 0.6039216 ]
  [0.9137255  0.8352941  0.6039216 ]
  [0.91764706 0.8352941  0.6117647 ]
  ...
  [1.         1.         0.95686275]
  [1.         0.99607843 0.9529412 ]
  [1.         0.99607843 0.9529412 ]]

 [[0.91764706 0.83137256 0.6039216 ]
  [0.91764706 0.8392157  0.60784316]
  [0.91764706 0.8352941  0.6117647 ]
  ...
  [1.         1.         0.95686275]
  [1.         0.99607843 0.9529412 ]
  [1.         0.99607843 0.9529412 ]]

 [[0.92156863 0.8352941  0.60784316]
  [0.91764706 0.8392157  0.60784316]
  [0.91764706 0.8352941  0.6117647 ]
  ...
  [1.         0.99607843 0.9529412 ]
  [1.         0.99607843 0.9529412 ]
  [1.         0.99607843 0.9529412 ]]

 ...

 [[0.93333334 0.87058824 0.7372549 ]
  [0.93333334 0.87058824 0.7372549 ]
  [0.92941177 0.8745098  0.7372549 ]
  ...
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]]

 [[0.9411765  0.8784314  0.74509805]
  [0.9411765  0.8784314  0.74509805]
  [0.9372549  0.88235295 0.74509805]
  ...
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]]

 [[0.9490196  0.8862745  0.7529412 ]
  [0.94509804 0.88235295 0.7490196 ]
  [0.9411765  0.8862745  0.7490196 ]
  ...
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]
  [0.99607843 0.99607843 0.99607843]]]"
165,166.jpg,7,dots-8,"[[[0.9019608  0.81960785 0.5568628 ]
  [0.8980392  0.8235294  0.5568628 ]
  [0.8980392  0.81960785 0.57254905]
  ...
  [0.9098039  0.83137256 0.62352943]
  [0.9137255  0.83137256 0.6156863 ]
  [0.91764706 0.8352941  0.61960787]]

 [[0.9019608  0.81960785 0.5568628 ]
  [0.8980392  0.8235294  0.5568628 ]
  [0.8980392  0.81960785 0.57254905]
  ...
  [0.90588236 0.827451   0.61960787]
  [0.9098039  0.827451   0.6117647 ]
  [0.9137255  0.83137256 0.6156863 ]]

 [[0.90588236 0.8235294  0.56078434]
  [0.8980392  0.8235294  0.5568628 ]
  [0.8980392  0.81960785 0.57254905]
  ...
  [0.9019608  0.8235294  0.6156863 ]
  [0.90588236 0.8235294  0.60784316]
  [0.90588236 0.8235294  0.60784316]]

 ...

 [[0.91764706 0.8666667  0.69411767]
  [0.91764706 0.8666667  0.69411767]
  [0.91764706 0.8666667  0.69411767]
  ...
  [0.9254902  0.8509804  0.69411767]
  [0.9372549  0.8666667  0.70980394]
  [0.94509804 0.8745098  0.7176471 ]]

 [[0.92156863 0.87058824 0.69803923]
  [0.92156863 0.87058824 0.69803923]
  [0.91764706 0.8666667  0.69411767]
  ...
  [0.92156863 0.8509804  0.69411767]
  [0.93333334 0.8627451  0.7058824 ]
  [0.9411765  0.87058824 0.7137255 ]]

 [[0.9254902  0.8745098  0.7019608 ]
  [0.92156863 0.87058824 0.69803923]
  [0.92156863 0.87058824 0.69803923]
  ...
  [0.91764706 0.84705883 0.6901961 ]
  [0.92941177 0.85882354 0.7019608 ]
  [0.9411765  0.87058824 0.7137255 ]]]"
